cell_code,prediction
d0tfCoyN2G,ROCK
D0Wuilkxaw,ROCK
D1lZ5SrlYC,AMPA
D1oYPTf3Yo,ROCK
d1vJT8m0f9,ROCK
d2dhCMAxh9,ROCK
D2jxFbvNPd,Cdc25
d2N5LbpQ8r,Ca2
d2zIPNk1QJ,ROCK
D3D16r9yxZ,Ca2
d3fPmWdpHW,DNAMetabolism
d3pSvnMigb,Tubulin
d3Yp8FO1Fs,dopaminereceptor
D40x5KHm1i,Ca2
D46c3fuaA1,Ca2
D4EeP7isDV,ROCK
d4EWn7mY4W,ROCK
D4MGGJSgz5,ROCK
d4mYlgwPu2,Ca2
d4pZBaz49L,ROCK
D4RbvTzesF,DNAMetabolism
D4w5qLI8mW,DNAMetabolism
d59pPVguqa,ROCK
d5CBInutSb,DNA_intercalation
D5Lg1EbHQA,Ca2
D5vuTvTAmD,ROCK
d62RzdGAgF,Ca2
D6CNwMUWtc,AMPA
D6DkYSGNXr,ROCK
D6NqQ285gz,DNAMetabolism
d6Zeiig13y,cellcycle
d77o7nxo4t,ROCK
d7eNKZWTO7,ROCK
D7SegmzBC5,Tubulin
d7smmmdURi,cellcycle
d7X6GH1fjl,Ca2
d8506tqWwM,ROCK
D864duInyr,ROCK
D87kDXbS0f,dopaminereceptor
d88b6fDuvI,ROCK
D8aZBtNzFG,ROCK
d8OsdTXFLN,Ca2
d8RtPpFbsg,ROCK
D8u7KQUweM,cellcycle
d8Xq6RygQz,dopaminereceptor
D90p4X5apG,dopaminereceptor
d93CAo6OjQ,ROCK
d94IUVXeJn,AMPA
d9blAqQIN3,DNAMetabolism
d9cMxYIo1T,Ca2
D9CzZdPoZY,ROCK
d9ds37GDIL,ROCK
d9herFu7ZW,cellcycle
d9JSAHoip6,ROCK
d9McuXloyC,ROCK
d9P381Snjp,dopaminereceptor
D9Pnji6dSU,eNOS
D9T9sKNWsR,ROCK
dAFtZcu2LW,ROCK
DAGTF7qIRk,cellcycle
dAItM6C9uG,dopaminereceptor
DAMebouB9y,Tubulin
DAnyddBYP5,ROCK
Db2RiIguqR,ROCK
DbBiOyuE22,ROCK
dbBLzqBRJU,ROCK
DbDc7RVGIV,ROCK
dBeuagxcAS,ROCK
dBFAxeJUla,eNOS
dbgBbwprFK,DNA_intercalation
dBMkXBKRhQ,ROCK
DBn3iDh78N,AMPA
dBSumT5M1D,ROCK
dbw7odJbuF,dopaminereceptor
dbzvaVxTrm,ROCK
Dc0QF4NcVL,ROCK
dc8LhSkbB2,ROCK
DCA22DRuSe,Ca2
dCAW2WBioz,DNA_intercalation
dCcQWqgIKn,ROCK
dcFFz0K4S4,Ca2
dCGbBLnUwZ,ROCK
dCIFT8l027,AMPA
dcigjz5e5P,ROCK
dcK4QYLbnW,ROCK
dcOkfv3plw,ROCK
DCsE9cShQw,ROCK
dCUli2fO4W,Cdc25
dCvVslYn4i,Ca2
dcXOUqo6H6,ROCK
dD3vMtkYhE,ROCK
Dd5gyqOYdt,ROCK
DdAMZecpas,ROCK
DdF2RCJIkI,ROCK
Ddl68ssQZ8,ROCK
ddnpCCS164,Ca2
ddOjJNqfhI,ROCK
ddPlIbhjms,ROCK
DE2hsDoEpo,Ca2
de4xn5Mo8j,ROCK
de9O7Gv4QZ,AMPA
DEBauTjTBA,ROCK
DeC0trJzD5,cellcycle
dEDLufWa8W,cellcycle
deFTH6ctAm,ROCK
DeGUVWrKhK,DNAMetabolism
DekPNMk39h,Cdc25
dEQQdLJHRq,Cdc25
dETExGB9xn,ROCK
dETtOyJJYp,eNOS
Dev7NwIzmm,dopaminereceptor
deVEfsKbvq,ROCK
DEXShCSaHx,ROCK
DF0aMKhOB9,dopaminereceptor
dF5bodtOeZ,AMPA
dF8cvWeLSq,ROCK
DF8zEcPdWu,DNAMetabolism
dfBbO4DuKZ,dopaminereceptor
dfdGKzQYyj,ROCK
dFE38j7nOk,ROCK
DfEJoTBgf5,AMPA
DFG2zNCewB,ROCK
DfiVlZpQiz,dopaminereceptor
DfmINeXnZd,Tubulin
DfnOXMEBBh,ROCK
DFoaRaM3al,Ca2
DFopwZQI4T,ROCK
dFovfSKMiC,DNAMetabolism
dfQ0MrULgz,dopaminereceptor
DfqTjTkcBM,ROCK
DfuUsUlTds,dopaminereceptor
DFv2oPv6nz,eNOS
DG12bC4Jez,ROCK
dG9nLcIwLp,ROCK
dgDGvvCwwY,ROCK
dGdSuaDGhW,dopaminereceptor
dGeoW7PDGW,cellcycle
DGFx9LBhzq,ROCK
dGGwhW0bZB,dopaminereceptor
DGJaFXyK5h,dopaminereceptor
dGm8qA8K52,dopaminereceptor
DGpRhAcSiV,Cdc25
dH1vjlBpgG,Ca2
dh3T4lVY4R,Ca2
DH8FBjJcVW,DNAMetabolism
DhaUQ9OhEs,cellcycle
dhCLOfk6Kk,ROCK
dHCutgtG1L,Ca2
dhdf4KidFb,DNAMetabolism
DHf0h4umfz,ROCK
DHJ19ljYEE,Ca2
dhLge3tArp,ROCK
DhoKjHwAWv,DNAMetabolism
DhpZW85gFw,AMPA
DhrJfiaTm9,eNOS
dHRPvuZwi7,ROCK
dHRUlJdG8b,ROCK
dHsFSbO3tL,DNAMetabolism
DHThs8V5nK,DNAMetabolism
DhWWLYaXbc,ROCK
di31teXRbx,ROCK
dIaoMMq6k3,DNAMetabolism
DiBc35ghEg,ROCK
DiEc2rD801,ROCK
diGEUPHeIZ,cMyc
DIGWSUzOyz,ROCK
dIHPL3pyto,ROCK
DiM1JTAHdq,AMPA
dINmMSVGpi,ROCK
Dit3CCW0sy,ROCK
DitEV5Hs6X,Ca2
div3FqEVz3,ROCK
DIx0Wjvf5S,Ca2
dIxyXzFPat,AMPA
DIY487Rt8b,ROCK
dJ3JqRTwWS,eNOS
Djb2tvWM8k,cellcycle
DJC9nGI4gg,AMPA
dJCLSC6R4P,MEK
DjP25bRUTL,Ca2
DJRHAFnAAn,dopaminereceptor
DjtDEjD5zD,Ca2
dJv17HyeTx,ROCK
DJVRkIn6d3,ROCK
dJvxLz5krA,eNOS
djwjtfVaJY,ROCK
Dk0nIpQmVb,CDK
Dk7XgDPNnO,Ca2
DKADVislHi,ROCK
dkawjbdw1q,ROCK
DKd0gYv8Qv,eNOS
Dkd7J8Vql2,ROCK
dkEZ8yDrQA,cMyc
dkiu53vfrw,ROCK
DKmTQxQ4he,cMyc
DkN42XWq73,ROCK
dkNRypLw1a,DNAMetabolism
dkoAXBKkSY,cellcycle
dKs87fILNb,Ca2
dKt1StYsXT,cellcycle
dkxDeFYSXx,Ca2
dl0Z8b2m0y,ROCK
DL7XkzDECa,ROCK
DlASeWyJFL,AMPA
DLb3drlhlD,dopaminereceptor
DLCKjGluXP,ROCK
DlDGB18d27,dopaminereceptor
DlFTq78VOX,Ca2
DLjzv84nme,ROCK
DLM5RkVVDY,ROCK
dlmFax6KG1,cellcycle
DlR8OQax7s,dopaminereceptor
dlssBw1OSG,Ca2
DltB4CZxGa,Ca2
DLv9CKlQ6Q,cMyc
DlVWrOIO8a,DNAMetabolism
dM2W1tjjNQ,ROCK
dMADqusxDk,DNAMetabolism
DmDAXKmyFu,ROCK
DmdHmS9C41,ROCK
DmgOFQGD7f,ROCK
DmH2bRLhgZ,ROCK
DMhkwMvFsB,cellcycle
dMm5DrjphS,dopaminereceptor
DmRzleY6UQ,ROCK
dmUL841W7f,ROCK
dmV6OqwTUx,dopaminereceptor
dmYU6NyAh8,DNAMetabolism
dn4vE8JlYn,AMPA
DnaPG5vXWs,ROCK
DNBQcdDmNZ,cellcycle
DnENAW9rLm,eNOS
dnHZ4YN2Im,ROCK
DnMIiRyvfo,Ca2
dNMvCClUZW,cellcycle
DNouU0c9AV,dopaminereceptor
DNQHaohZhI,Ca2
DnRVUD8neY,DNA_intercalation
dnt4Esrwj8,ROCK
DntbXng56e,Cdc25
dNTRor3Je7,ROCK
dnTvn9eWJM,cellcycle
dnXh35uap5,dopaminereceptor
Do4mqDg8Zf,Ca2
dod7l6chjj,DNA_intercalation
DOE6Uv6SZd,ROCK
dOH9p0k6dE,ROCK
dOK7tYiz0m,AMPA
DosXgFqSFf,DNA_intercalation
dOSzYRGy27,ROCK
DotFT7tG7K,DNAMetabolism
DovJSOKhjO,cellcycle
dP01nHGY09,dopaminereceptor
Dp0yMvU5LF,CDK
Dp17bQSrQG,Tubulin
dpA2iJgXq1,Tubulin
dPbHMPgxX2,ROCK
DPDPZ95aUg,ROCK
dphI7TbUfe,DNAMetabolism
dpIqt8F7T3,ROCK
dPJTRNqwYT,ROCK
dpJubqPcsK,ROCK
DpLnMCpcEd,Ca2
DpmoNFdvKz,cellcycle
DpMyGT9kcH,ROCK
dpoB3rXT4C,ROCK
DPRAlL30Ts,AMPA
DPruQMrrFr,ROCK
dptEV21nPK,AMPA
dPVcLh6Nb2,eNOS
dPVLETw8Rd,ROCK
dpVvEqNUsu,AMPA
dPygFlpw69,dopaminereceptor
Dq0dv05R87,ROCK
dQ0kjFEAUm,ROCK
Dq7xV8rxSG,ROCK
DQ8Y1TRnDm,AMPA
DQCBUpmBGN,ROCK
DqhVcefqog,dopaminereceptor
dQI4ocAcDe,dopaminereceptor
dqVuU38DBz,DNAMetabolism
dRBDRxGlKT,cellcycle
dRe28GfSwI,ROCK
DrfTtC9qHS,ROCK
DRGm5C9Zh9,dopaminereceptor
DrHxIj3GmF,AMPA
dRKSiHFQrT,Ca2
DRmX8QeQGC,ROCK
DRqL8mmRJY,AMPA
drqQe8fgUB,ROCK
drR9MfnCYs,AMPA
DrrMucz5AS,dopaminereceptor
Drt6ImjsRp,Ca2
DRupewLGWi,ROCK
DRwYpv0LDW,DNAMetabolism
dry2RBplf9,DNAMetabolism
dRZ0VebTa6,TopoII
dS2JkxvEfk,dopaminereceptor
Ds4xdYIV5r,dopaminereceptor
Ds9sI1G4Ve,ROCK
dsbK1m3Q0U,ROCK
dsBugxI52R,Ca2
dsCF7w8dzc,ROCK
dskDlpkYNb,dopaminereceptor
DSkssRhtbS,DNAMetabolism
DSMGgcM6eV,dopaminereceptor
DSOW8JXgqN,Tubulin
dspUF8iNbr,AMPA
dsqvcH75en,dopaminereceptor
dSR3EGbBx8,eNOS
DsUI8DF7pl,ROCK
DT2ZPbcBRb,cellcycle
dT4bJ44vqu,dopaminereceptor
dt5uFpVCLn,Ca2
dta9EuNYIF,AMPA
DtagSKUtu0,eNOS
dTAwKK5ar7,ROCK
DTCp6PmEEX,ROCK
dTfsWBDqdQ,DNAMetabolism
dTFVkVndf8,ROCK
dtH8JrvgJu,ROCK
dtkTNNfmQs,dopaminereceptor
dTPqx1ovUt,ROCK
dtq7OKfS02,cellcycle
dtRnuXXLS9,dopaminereceptor
DtTLp4Gv7V,Ca2
dtUA3tIFrH,TopoII
DtVnripQro,Ca2
du4eJDR3IC,AMPA
duC8AvkK53,AMPA
DuILDp3ZJ9,dopaminereceptor
DUiM88rLYn,cellcycle
dULmVieG2j,dopaminereceptor
duo7yUwMez,Tubulin
duPuH6p0zh,ROCK
dUQVdBnwFR,cellcycle
duTz6TCBj8,ROCK
duVQPqhKUw,cellcycle
duWlTOxPIf,cellcycle
Dv0wWkemA6,ROCK
DV0yw9fiMB,ROCK
DV8jyA9ZYo,ROCK
DvCsrEs5iL,DNAMetabolism
dVfUK4TxN9,ROCK
DvfYMmZ0it,ROCK
DVPK6icSz8,Cdc25
dvqwel0uVb,cellcycle
dVRz6xjQOX,dopaminereceptor
DvWvZMngM5,DNA_intercalation
dvyRBv3Gnl,ROCK
DVZdqjAHSh,DNAMetabolism
Dw1cygxFvh,ROCK
DW1khgX4kv,Cdc25
Dw4DJlguiV,dopaminereceptor
dw5XglYdpH,AMPA
dW8N4bb82x,cellcycle
dwaRTHxHiX,eNOS
dwB550ahgM,AMPA
DwLX3KJlD7,ROCK
DWM3hof1mq,ROCK
dWNeLLHae4,Ca2
dWOhI35hRC,ROCK
dwoIFgE7Kj,dopaminereceptor
DwoiLoNKPe,DNA_intercalation
dWOoJMgTPe,cellcycle
DWSQ6P8Jvf,ROCK
DWYhlHDkRH,Tubulin
dWzS7b991Z,Ca2
DX3nBMFFbF,ROCK
dX3xfEZDOa,ROCK
DX9o8RyQMS,dopaminereceptor
dXB6dVsIzK,Ca2
DXCQOg8MCc,Ca2
dxeMNh9N1T,ROCK
Dxfs6zLlOk,ROCK
dXieh2kIs3,ROCK
DxInYwXc0T,TopoII
dXJCo3VOZI,ROCK
dxjSyCnMMt,ROCK
dXL5i0dakw,ROCK
DxMLrQZ9vu,ROCK
DXPS2rfn8C,ROCK
DxRaUA8if1,ROCK
dXTdFmfnLG,Ca2
DXwHRXEXOZ,ROCK
dxxBkr8ynt,Ca2
DxYy3gcON8,TopoII
Dy0RGSVLWO,AMPA
DY2wICldB3,cMyc
DY2Ycuce59,DNA_intercalation
dY7vowuIDr,dopaminereceptor
dybpjnOpJb,ROCK
DYGGOwAzMF,ROCK
dyh687YKR9,dopaminereceptor
DyHJSPgkaY,dopaminereceptor
DyJ7xmE1mH,ROCK
DYjhtJEqb0,DNA_intercalation
DYlGom7KXq,ROCK
DYLhcQoVvE,Tubulin
DyMsLX62Ja,Ca2
dYSqG0nRNn,ROCK
DYtrw6m35h,Cdc25
DytuCv0sdR,ROCK
DYUTDqbfz5,Ca2
dyvLS1zKMB,dopaminereceptor
dYwYVMnCSr,ROCK
dYxsBqChEz,ROCK
dyY6rqyg72,ROCK
DYzAp9XZ7i,dopaminereceptor
dz25OkU52e,ROCK
dz3X4XzCCr,AMPA
dZ74v7k38c,Ca2
DZaTuojCsB,Ca2
dzAUO207s2,Tubulin
DZBMYYVfeW,DNAMetabolism
Dzd0PwgnLQ,dopaminereceptor
dzepytsMYs,ROCK
dZG6fmGtDG,ROCK
DzhL10L2fd,DNAMetabolism
DZkTwoesSf,ROCK
dzNWFKgwWu,DNAMetabolism
dZYGCRPUMv,ROCK
dZyxuoNU7r,rac1
e04r3ZbhvT,DNAMetabolism
e04YlvzUyd,cMyc
E0ce6xqlXg,AMPA
e0d6KzGPQV,dopaminereceptor
E0e21iXcJt,ROCK
e0p0RRxBBD,cellcycle
E0ShpqdF5e,ROCK
E0T51yYz3h,Cdc25
e0U0EZg7yY,dopaminereceptor
E0vejaLonO,ROCK
e0X7Dqax4f,cellcycle
e0Xb7LhpN0,ROCK
e0YZDvHSbV,ROCK
E10fWUQBSF,ROCK
e1fGwjGyip,dopaminereceptor
e1pkfkluZT,dopaminereceptor
e1PWWO0CPf,Tubulin
e1R4VDdGNc,Tubulin
e1rG3k8m9T,DNAMetabolism
e1XzzPkYaD,ROCK
e208SoMM0Y,cellcycle
e2A1cspPVp,ROCK
e2cL56yHBH,AMPA
e2eexEIuzI,dopaminereceptor
e2VPeYOW1i,dopaminereceptor
e3nLXVKpuo,Tubulin
E3rDPrX8XG,cellcycle
e42KwTfmJ2,ROCK
e45dLd1OPP,cMyc
e485tE9pyP,ROCK
e4BGUHXH6o,ROCK
E4JkaxWAcf,DNAMetabolism
E4lgrCdV5W,eNOS
e5E8xCWtFa,dopaminereceptor
E5FOKtn270,dopaminereceptor
E5iU8UMWWq,cellcycle
E5J9pVKQY0,ROCK
E5K4tp0fns,Ca2
E5rXVeubS2,dopaminereceptor
e5V2NxFxUd,ROCK
E5WoUJugqN,ROCK
E60VYkTEnK,ROCK
e6GCdlJIeS,dopaminereceptor
e6JyLFk2c1,ROCK
e6L79YR0LS,cellcycle
E6lgsVUwlK,ROCK
E6NqOEUbgU,Ca2
e6QN39b6lh,dopaminereceptor
e6RKJ9zNnT,ROCK
e71bMFydEL,ROCK
E76UG8PETQ,cMyc
e791BXZFh8,dopaminereceptor
e7Rj14cT5z,cMyc
E7ZRzBef2r,DNAMetabolism
e8E8lcnzdX,dopaminereceptor
E8GXFFy8N3,ROCK
e8jsrEYUJv,ROCK
E8lC4THqQz,cMyc
E8p9ZeyAPY,ROCK
E8rpr590GG,dopaminereceptor
e8WqgUHiqz,ROCK
E9guhSKPaM,dopaminereceptor
e9o6VYtTNm,Ca2
E9r5GZV9q8,Cdc25
e9VnbYpmkS,AMPA
E9vwVD6EAg,dopaminereceptor
e9YLl2CxfQ,cMyc
ea6g3fbYKf,ROCK
ea90PILl24,ROCK
EaBWdRgglr,dopaminereceptor
eABY2MzrbA,ROCK
EAF4dh3KOR,Ca2
EafZmr3dpt,DNAMetabolism
eampchggvs,cellcycle
EAp14YVcS4,ROCK
EAPbAr57WW,ROCK
eAUUFV5JbI,ROCK
eAwh3kWMjY,cellcycle
Eawpp4aNVV,cMyc
EazMJ3oiHI,dopaminereceptor
eAzREDDn2D,MEK
Ebbc8ewZZ1,cellcycle
eBBq17KPav,ROCK
EbByaBh0WZ,Ca2
eBtVFAAzzV,Ca2
EbWfLSgl33,ROCK
ebXYoRTtiU,TopoII
EBznO5Wrl1,DNAMetabolism
Ec0oLqWMc6,ROCK
ec2BJ5Z8oZ,DNAMetabolism
ec6hb1ekLt,dopaminereceptor
eCae79aeG0,Ca2
EcaKLl8P8x,dopaminereceptor
ecb0kDDvwg,dopaminereceptor
ECcl429wOM,DNAMetabolism
ECIA9JvkKo,Ca2
ECLKrLgODE,TopoII
ecMokwOjhl,dopaminereceptor
ECOfHaA5VC,Ca2
eCs1npUYfd,Ca2
eCuew9Z6q0,Ca2
ECUUdDXVxZ,cellcycle
ecYfQQCuIf,dopaminereceptor
EcYUn44qoY,dopaminereceptor
Ed18IdgofF,cellcycle
ed2T8vak4f,Ca2
eD6M2YFg6J,dopaminereceptor
ed9WZSOAvV,TopoII
eDA7c9wa0f,ROCK
Eda7SpbaOs,ROCK
EDAR2qZtmY,ROCK
EdbMw9QD5G,eNOS
edDlGp8n08,dopaminereceptor
EdgaFrQSNN,DNAMetabolism
EdgVwnD38v,ROCK
eDk272F4OZ,AMPA
eDOz6iC5z6,ROCK
eDSUOFdVc6,dopaminereceptor
eDYEnFr4ud,Ca2
edYWkr0ZDM,rac1
eDYz9o4229,Cdc25
edZTU2C8fm,Tubulin
ee5wxU9txi,ROCK
EE8ko2jtev,Tubulin
eeEK5IobdK,ROCK
eekBKAgJK9,ROCK
EeKoY2PLO4,Ca2
eEmcbvgpoS,DNA_intercalation
EenpQEveXM,DNAMetabolism
EenptffyYy,ROCK
eEnsRTmOAl,cMyc
eesKJI95Ul,ROCK
eeUBZ57bzr,rac1
eeVvOxMW3Y,DNAMetabolism
eeWJNnTUni,cMyc
EeWu5r4gG9,AMPA
eey1b3kCNv,ROCK
ef57WLkXU8,DNA_intercalation
EfDrY3ldIE,ROCK
eFedYnjRiB,dopaminereceptor
EFJhefn4HI,Ca2
eFob7drzz4,dopaminereceptor
EFor3cIl6b,ROCK
eFsySvJr8s,Ca2
EfTSSLvAMW,cellcycle
eFwopyNCJu,ROCK
efXZnOtP6H,ROCK
EfZJnl2Scq,dopaminereceptor
eG3GV5bTeo,DNAMetabolism
eg7OJrlCHS,ROCK
egEbM4UKAW,Cdc25
EGG7KVzEYl,Ca2
eGKdFEUC5n,eNOS
egNpLUVv2r,cellcycle
EgsBxx5RBf,ROCK
eGWYvMT69E,eNOS
eGx97SbAZr,ROCK
Egylt7rQ4r,Ca2
eGYs2foomU,ROCK
eh14tWLqDT,ROCK
Eh7rlarbE4,ROCK
eH9PALzPri,Tubulin
EhbXxNAZ0x,dopaminereceptor
Ehp360rcfx,ROCK
EhU9TfVXQe,ROCK
EI18yry4Tj,eNOS
EI8pHv9Mo4,cellcycle
eiCp5w5Bjx,cellcycle
eidlzs8k7o,Tubulin
eIf2GKfhVk,cellcycle
EiikgZM84X,ROCK
eIjOQQIZN7,cellcycle
EIJR2FA7WC,ROCK
EiKdNNXD6f,ROCK
eimmDubjkR,ROCK
eiMtxfJWCA,dopaminereceptor
eiNqQdqTr4,dopaminereceptor
EioFl0NkhJ,dopaminereceptor
EIrVVtSuw7,DNAMetabolism
eIUHZYk6Fb,ROCK
eiywXUPEwz,ROCK
eiZOZjjA7t,ROCK
ej2BXO3bW8,cellcycle
Ej8uYlu5G3,ROCK
eJbGfHpOqG,ROCK
EJBqV6ijzi,cMyc
EjEicgHrh0,ROCK
ejFPkuFbyo,cellcycle
EjHhstOzNB,ROCK
eJk1cjsNkl,AMPA
EjL3d7vGLr,ROCK
EjqfTCi84l,AMPA
EjRUzuhbhP,DNAMetabolism
EjsxMFSqrl,cellcycle
eJwl1NzGHf,Ca2
EjY7YUH8Ox,ROCK
EJZtw6t5xI,AMPA
eK0T3xPFTf,Ca2
EK18MpfplR,ROCK
ek1OZTGZ9m,ROCK
Ek60mTzDxh,ROCK
EK69CnRTC6,dopaminereceptor
eKEXkKIFad,ROCK
ekfGluwN89,DNAMetabolism
EKjxPoRkC0,Tubulin
ekkBO8T9QZ,ROCK
EkNNIOOqby,dopaminereceptor
EkR24AFixu,dopaminereceptor
ekS4hnLWHL,ROCK
EkTaKd36o6,DNAMetabolism
ekuuIeSD45,ROCK
eKZtgrwtdv,eNOS
EKzwXkOHFm,dopaminereceptor
EL8Y7SWTCZ,AMPA
ELJft21NfH,Tubulin
elmCCR7iRZ,cellcycle
ElR9Vdnv9k,AMPA
eLsTOn44Dg,cellcycle
elt0rf9XA4,DNAMetabolism
ElUdevjeao,ROCK
eLvOP3Yh7g,Ca2
elXerqLtmf,eNOS
eLxk4blqLV,ROCK
Elxos1vw70,Ca2
EM7u30f0r7,ROCK
Emf61L8X9p,ROCK
emilE6sJZq,dopaminereceptor
emkzV5cjBc,Cdc25
emLhELV3Jv,ROCK
eMmTTb1HdB,ROCK
EMmY3fZKNd,DNA_intercalation
EmnLxapcjZ,TopoII
EMnp034rhR,Ca2
EmxOteA7x0,cMyc
EN0HJpNDo3,dopaminereceptor
en2nvPpoFl,cellcycle
eN3shabbhg,dopaminereceptor
En8cMFmIur,Ca2
enbBTEzHtB,dopaminereceptor
EnDeTx1h5N,ROCK
ENFHsWoYz8,ROCK
ENg2dXNDbg,ROCK
enlpO8hnXv,EGFR
ENNI2gR3nz,ROCK
EnOgejwnDw,AMPA
eNSnHs92QA,dopaminereceptor
enUnTlSSmH,DNAMetabolism
Envq95N3Vp,Ca2
EO18ZODoao,dopaminereceptor
EO1ovG9PxL,Cdc25
eO22eqbdBv,AMPA
eo7hOS74W5,ROCK
eo7NthaJLE,DNA_intercalation
EOaFC99Dkz,ROCK
eOBYTSl7HO,ROCK
EODKukFl4A,dopaminereceptor
EOdLKx68Ys,DNAMetabolism
eOEoAdzce0,ROCK
EoGeNpWsC0,Ca2
eoHfXzk0Vs,DNAMetabolism
EOlELtFKbw,cellcycle
eOLNoqIMyc,ROCK
eOOMqeibVl,rac1
EOpFvfG84w,Ca2
EOuHk7R5g1,DNAMetabolism
EOYG6Rue3o,dopaminereceptor
ePCulrJvto,dopaminereceptor
EPdFxkgGkB,dopaminereceptor
EPdJlOycML,ROCK
EPEetucVX0,dopaminereceptor
EPHG7zgNDo,Ca2
EpkRYnYK37,DNAMetabolism
EpLfA6zde2,cellcycle
epmVqBzo9I,dopaminereceptor
epqjn8Fxkx,cellcycle
epRimiQ8GV,ROCK
eq5Wz0lLlJ,dopaminereceptor
eQ8XLF7Inu,Tubulin
EqagF8iFCT,Tubulin
eqbH0P5Nb9,cMyc
EQCfm05f0P,ROCK
eqcH68Y10e,cellcycle
eqfmdq3Y9U,dopaminereceptor
eQL86VaYnM,ROCK
eQLIVe6167,ROCK
EQM2E95gv8,cellcycle
eqMhuGyBwc,ROCK
eQnTlYPayW,ROCK
eqPisp6MfC,Ca2
eqR8KLF2JZ,DNAMetabolism
EQSTrR8ZnJ,dopaminereceptor
eQvJp8PGkZ,AMPA
EqWGhyhh2P,dopaminereceptor
ER7pvpbfXQ,Ca2
ERdD7s6NvU,Ca2
erG9JIR0hg,ROCK
ErgOXYRtN7,ROCK
erH8weUUtA,ROCK
eRIA2nHnTL,Ca2
eRIvJCTItc,cellcycle
erkUxjnQ3N,ROCK
eRonkQ5ibl,rac1
eRTgyYNtwY,ROCK
ErTzxgaW2T,eNOS
ERXQErSWbz,cellcycle
ESgmLHUisK,ROCK
EsIQVymdov,Tubulin
eSIXQ2U94K,ROCK
Eso8uulZF6,ROCK
ESQl2qqy3Q,ROCK
ESSxdkYbwe,DNAMetabolism
Et4Fb08NcI,DNAMetabolism
EtA83tJTDa,dopaminereceptor
Etdxe6ttUJ,dopaminereceptor
etgEo60HD3,Cdc25
eTGiwnv8Ox,dopaminereceptor
EtGmgvpnme,ROCK
eTgnnT6OSq,ROCK
EtNtUI7VPI,dopaminereceptor
etrDNhM0sp,Ca2
ETvs2nTmyP,ROCK
eTXl6psION,TopoII
eTxWil4OVs,DNA_intercalation
EU1XqduDz5,ROCK
eua68fHXWq,ROCK
euDg8fo1I6,eNOS
EuGxvo9BxB,ROCK
euiIA57FQf,cellcycle
EumiKA8LU7,dopaminereceptor
EUnDslrXJ4,Ca2
euT0BiDXBv,ROCK
euyU3e41AT,Tubulin
ev1HGPvUHy,eNOS
EV6tFg0CWm,ROCK
eV7zVYw1n0,ROCK
ev9bF5WNdj,dopaminereceptor
ev9c4dYV0p,TopoII
EV9ibkYyGJ,dopaminereceptor
EvAioKpnll,ROCK
evdR1RSonB,ROCK
eVf4HrBtmV,adrenoceptor
EvKMEkabx0,Cdc25
EVnDZ8USw1,ROCK
EVryJfXYZH,DNAMetabolism
EvsPw6zV1g,Tubulin
EVVkKXxx3h,DNAMetabolism
EvY4wFLVIn,dopaminereceptor
EvzxQ2kUeh,ROCK
EW4QcenYRB,cellcycle
eWbiQ9DIE3,ROCK
ewDd1ea34Q,ROCK
EwJjNgAFLd,ROCK
EWJYV8zTOn,cellcycle
ewLLWSzYbU,AMPA
ewlZV6rVsz,ROCK
EWSSTeqtBX,ROCK
ewsuSvpajw,DNAMetabolism
ewXf7MfCcu,Ca2
Ewxtb0ES3S,ROCK
Ex15j4LsYa,dopaminereceptor
eX1gE3J5UD,ROCK
ex1wpacroM,ROCK
Ex5UlWKdNZ,Cdc25
EXabStjwpU,Tubulin
EXanCYpbzT,DNAMetabolism
EXdxaPQAdS,Ca2
EXEsBIuyXc,ROCK
ExGA3GGZeC,dopaminereceptor
exqbaLLvc9,ROCK
EXX5tAaIjv,dopaminereceptor
EXX9Qpn7mR,ROCK
EXXw35ULfZ,Tubulin
eY5uFDZxmy,Ca2
EY9rnWaFQP,ROCK
eYc7Pv9zfX,DNAMetabolism
EYeeYHl8oC,ROCK
EYfNL2TZ9c,ROCK
eyjl9bBs4T,Ca2
eYJlsEfux2,dopaminereceptor
eyM3S78N6T,ROCK
EyMUjbrLtP,cMyc
eyRcWjd7EK,dopaminereceptor
EYuAEVG5tC,DNAMetabolism
EyUeYnCAZc,EGFR
eZ4iQ0DUSH,ROCK
ez902ug876,ROCK
Ez9khUkgjc,AMPA
EZASeomdD7,cMyc
eZBT2Be8xO,dopaminereceptor
eZdVo2wlhp,ROCK
EZf32hMZ9b,ROCK
EZUJOe3bMX,DNAMetabolism
ezvqxD2mmY,Ca2
f0Fk7xXBvU,AMPA
f0gJ5g1tXl,Ca2
f0idJgpivU,dopaminereceptor
f0zt7lMITj,Ca2
f13SZtG1no,dopaminereceptor
f1bkhDeyo7,ROCK
F1DZpuRmrR,ROCK
F1IWWX4nuO,cellcycle
f1QQ8D2c0c,ROCK
f1R8i4y8SF,dopaminereceptor
F1Tr4fADol,dopaminereceptor
F1uAchbW40,ROCK
f1XJ9LzXxa,ROCK
F255BQg9lk,ROCK
f2fdd6jyqN,ROCK
f2kW59kUPn,Ca2
F2nfM2BLl6,ROCK
f2qQVPOs6k,ROCK
F3a0QfzbId,Ca2
f3Aa3nyR90,dopaminereceptor
f3LMs9XK4z,Tubulin
F3vI58SXd7,cMyc
F457kd4tdh,rac1
f4A8nyB0RK,ROCK
